"Status","Year","Age","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","65+","Mixed","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
